customer_id,first_name,last_name,email,phone,address_line1,city,state,zip_code,country,date_of_birth,customer_since,preferred_contact,marketing_opt_in,referral_source,customer_segment,lifetime_value,created_at,updated_at
ad3778c5-634d-4886-a892-7f1a006bcb7d,Lisa,White,lisa.white702@gmail.com,(505) 999-3318,641 Pine Ave,Jacksonville,FL,32099,USA,1981-08-30,2022-07-09,SMS,True,Vet Recommendation,Loyal,8549.82,2022-07-09T00:00:00,2022-12-31T00:00:00
35123a31-e2d4-473c-a93e-9d59672ddbee,Mark,Flores,mark.flores188@icloud.com,(816) 486-4932,4269 Oak Way,Philadelphia,PA,19101,USA,1961-01-27,2021-09-10,Phone,False,TV Ad,At Risk,7726.16,2021-09-10T00:00:00,2021-12-06T00:00:00
b9a936cb-61aa-4866-9c09-6c1a7886ba36,Thomas,Davis,thomas.davis265@yahoo.com,(466) 855-6658,3428 Elm Rd,Dallas,TX,75201,USA,1999-07-15,2019-04-06,SMS,True,Pet Store,Active,8669.73,2019-04-06T00:00:00,2019-04-12T00:00:00
1f5b3969-6c3d-4462-8a8d-f637471809c7,Donna,Garcia,donna.garcia267@gmail.com,(471) 569-7919,1957 Oak Ln,San Diego,CA,92101,USA,1956-06-05,2024-06-20,Email,False,Vet Recommendation,Loyal,7067.53,2024-06-20T00:00:00,2024-08-13T00:00:00
12ca00e6-20c5-478b-bc6a-3945a427ec15,George,King,george.king523@outlook.com,(704) 841-1702,233 Cedar Way,Philadelphia,PA,19101,USA,1970-05-08,2023-08-22,Phone,True,Vet Recommendation,New,1267.28,2023-08-22T00:00:00,2023-12-21T00:00:00
0447ac2f-01e7-430c-b49e-889557ed95de,Donna,Miller,donna.miller534@outlook.com,(297) 643-5505,3060 Pine Rd,Austin,TX,78701,USA,1994-05-10,2019-05-14,SMS,True,TV Ad,Churned,7202.61,2019-05-14T00:00:00,2019-10-21T00:00:00
835624b5-8fd0-484f-b5fc-4a5598cf28ee,Brian,Lee,brian.lee835@hotmail.com,(264) 403-7074,1772 Cedar St,Austin,TX,78701,USA,1961-12-30,2019-09-26,Phone,False,Referral,Active,1482.15,2019-09-26T00:00:00,2020-03-12T00:00:00
3d40eafa-0ac0-452d-b513-49f6ebc5979c,Melissa,Hill,melissa.hill786@yahoo.com,(221) 931-9081,9530 River Ave,San Diego,CA,92101,USA,1971-08-13,2021-12-03,SMS,True,Google,Churned,9907.07,2021-12-03T00:00:00,2022-02-20T00:00:00
aa7145f0-96bc-48c8-8649-b35431147e88,Jennifer,Johnson,jennifer.johnson554@yahoo.com,(740) 293-4356,5667 Park Rd,Las Vegas,NV,89101,USA,1987-01-19,2019-02-02,Email,False,Referral,Active,773.51,2019-02-02T00:00:00,2020-01-21T00:00:00
6a041888-d7dc-4a26-a68c-9d476d3d8fed,James,Hill,james.hill383@icloud.com,(548) 923-3158,7311 Oak Rd,Austin,TX,78701,USA,1981-11-06,2020-10-18,Email,False,Google,Loyal,7013.73,2020-10-18T00:00:00,2021-09-12T00:00:00
328c87bf-e727-4bd2-abbe-2b8df3eb8105,Charles,Thompson,charles.thompson331@aol.com,(617) 425-9418,224 River Rd,San Antonio,TX,78201,USA,1950-01-01,2023-06-16,Email,False,Referral,Loyal,7143.73,2023-06-16T00:00:00,2023-08-26T00:00:00
e48da278-dcbb-4efc-84ba-959016b9863a,Nancy,Anderson,nancy.anderson279@gmail.com,(661) 466-1626,6098 Elm Rd,Jacksonville,FL,32099,USA,1975-11-20,2019-12-25,Email,False,Google,Loyal,6455.56,2019-12-25T00:00:00,2020-12-15T00:00:00
17fd2375-c574-4884-8217-8df26fdb0f82,Kevin,Jackson,kevin.jackson203@gmail.com,(306) 574-2880,2533 Elm Dr,San Antonio,TX,78201,USA,1973-03-25,2021-10-26,Phone,True,Referral,Churned,8096.42,2021-10-26T00:00:00,2022-08-15T00:00:00
a2a7f72a-385f-446e-b998-414a9c1c1249,Joshua,Clark,joshua.clark490@aol.com,(361) 560-5215,4410 River St,Austin,TX,78701,USA,1983-12-08,2020-08-31,Phone,True,Pet Store,Churned,3373.26,2020-08-31T00:00:00,2021-02-22T00:00:00
7c6ec130-dfa9-41ee-a37a-d1779bb0f408,Daniel,Smith,daniel.smith440@gmail.com,(853) 878-6778,2713 Elm Dr,Nashville,TN,37201,USA,1971-10-29,2021-10-23,Phone,False,Referral,Churned,9354.09,2021-10-23T00:00:00,2021-10-27T00:00:00
aacd4b13-f10f-4b6d-ac2b-b7f57360f1d6,Ashley,Garcia,ashley.garcia68@aol.com,(356) 944-1684,1388 Hill Rd,Philadelphia,PA,19101,USA,1981-07-11,2019-06-05,SMS,False,Pet Store,New,6566.07,2019-06-05T00:00:00,2019-10-13T00:00:00
c1a315ef-29a2-4c6c-b49f-972a3693f8cf,Christopher,Sanchez,christopher.sanchez71@icloud.com,(838) 422-5043,3207 Elm St,Seattle,WA,98101,USA,1985-10-29,2021-02-07,Email,True,Vet Recommendation,At Risk,7180.18,2021-02-07T00:00:00,2022-01-24T00:00:00
c7de040d-c973-4d33-8e11-5dc928f47337,Mark,Harris,mark.harris912@yahoo.com,(551) 617-1643,6970 River St,Boston,MA,02101,USA,1979-04-30,2024-04-05,Email,True,Pet Store,At Risk,3784.86,2024-04-05T00:00:00,2024-08-29T00:00:00
955c78ce-2c6a-4e4c-b00f-b35877df2d74,Jennifer,King,jennifer.king620@hotmail.com,(722) 619-8985,5452 Lake Dr,Dallas,TX,75201,USA,1968-09-11,2023-05-08,SMS,True,Direct,At Risk,9315.04,2023-05-08T00:00:00,2023-06-03T00:00:00
7d8f461a-63e3-4d5b-ba7f-314b26a52e1f,Kimberly,Lewis,kimberly.lewis329@gmail.com,(690) 553-3505,1193 River Dr,Dallas,TX,75201,USA,1998-12-19,2022-02-10,Email,True,Google,New,9662.92,2022-02-10T00:00:00,2022-05-20T00:00:00
885d2c20-2ad6-434b-82c9-47fd31a2b7f3,Kevin,Wilson,kevin.wilson778@yahoo.com,(945) 313-3827,7919 Hill Ave,Dallas,TX,75201,USA,1980-09-19,2021-10-28,Email,True,Pet Store,Churned,2848.49,2021-10-28T00:00:00,2022-04-14T00:00:00
b263a104-cb4a-4f55-82ac-c38c5dba41eb,Donald,Rodriguez,donald.rodriguez90@outlook.com,(447) 343-8078,1599 Hill Dr,San Antonio,TX,78201,USA,1958-11-08,2024-04-23,SMS,False,Referral,Loyal,9148.28,2024-04-23T00:00:00,2024-06-28T00:00:00
e1a67e55-f9f4-4f77-816f-21e9b4332a15,Michael,Robinson,michael.robinson331@gmail.com,(268) 390-5419,2830 Pine Ave,Seattle,WA,98101,USA,2003-11-06,2023-06-27,Phone,False,Google,Active,5920.14,2023-06-27T00:00:00,2024-05-20T00:00:00
b1fe59f9-e83d-42c1-99d0-9d3cb0b3c0ae,Karen,Lee,karen.lee401@icloud.com,(706) 538-9336,9500 Lake Way,Atlanta,GA,30301,USA,1956-01-19,2023-05-01,SMS,True,TV Ad,Churned,9664.23,2023-05-01T00:00:00,2024-03-29T00:00:00
3b426d75-b389-40ad-838a-60710ae9b097,Patricia,Young,patricia.young114@aol.com,(250) 327-4035,5751 River Way,Houston,TX,77001,USA,1998-05-19,2022-01-13,SMS,False,Google,Loyal,8229.18,2022-01-13T00:00:00,2022-09-15T00:00:00
dfbfe0e2-0681-4ef9-a680-929911bae5b3,Richard,Wilson,richard.wilson597@icloud.com,(900) 382-7801,3673 Elm Way,Jacksonville,FL,32099,USA,1977-07-31,2022-11-22,Email,False,Direct,Churned,2663.79,2022-11-22T00:00:00,2023-06-05T00:00:00
bab2c182-4f48-48b6-abb4-99794e471740,Susan,Moore,susan.moore160@yahoo.com,(971) 859-3225,1878 River Rd,Nashville,TN,37201,USA,1968-08-08,2021-08-21,Email,True,Referral,Churned,8443.32,2021-08-21T00:00:00,2021-10-20T00:00:00
69c47232-6cba-4976-9a5a-514a2f27f20e,Ashley,Brown,ashley.brown382@gmail.com,(606) 208-2679,8431 Maple Dr,Denver,CO,80201,USA,1956-04-05,2023-03-20,Phone,True,Google,New,6401.98,2023-03-20T00:00:00,2024-01-26T00:00:00
d0410317-5ae2-4e6c-bba9-e30099aa1497,Thomas,Torres,thomas.torres783@icloud.com,(409) 949-2975,3407 Main Blvd,Dallas,TX,75201,USA,1970-04-21,2021-02-04,SMS,True,Direct,Churned,3880.28,2021-02-04T00:00:00,2021-08-10T00:00:00
2d305e30-5d6e-4957-81cb-5720ae67c1c0,John,Lee,john.lee889@outlook.com,(507) 540-8687,3865 Oak Blvd,San Jose,CA,95101,USA,1961-07-18,2024-03-03,Phone,True,Vet Recommendation,Active,6393.37,2024-03-03T00:00:00,2024-05-31T00:00:00
af97dcde-f7aa-4e38-b8f0-01cb4980b8db,Emily,King,emily.king851@icloud.com,(464) 611-9265,3157 Lake Ln,Charlotte,NC,28201,USA,1990-07-16,2021-09-06,Email,False,Direct,Loyal,5904.91,2021-09-06T00:00:00,2022-04-09T00:00:00
3fc4cf14-7094-4ce9-8590-9a51a1ac9a49,Kimberly,Jones,kimberly.jones319@aol.com,(426) 883-3660,8721 Pine Ave,Detroit,MI,48201,USA,1970-05-23,2023-02-22,SMS,False,Facebook,Active,6397.66,2023-02-22T00:00:00,2023-08-10T00:00:00
a6060a98-b217-41dc-828e-a7725dc402a9,Nancy,Flores,nancy.flores785@aol.com,(756) 411-7251,4998 Maple Way,Chicago,IL,60601,USA,1980-02-25,2022-07-31,Email,False,Referral,Active,9612.11,2022-07-31T00:00:00,2023-03-14T00:00:00
c0f37534-6b64-43f4-8713-13c939882d92,Daniel,Torres,daniel.torres874@aol.com,(638) 701-1503,2532 Main Blvd,San Jose,CA,95101,USA,1955-12-03,2020-06-27,Phone,False,Facebook,Loyal,9144.11,2020-06-27T00:00:00,2021-03-28T00:00:00
919a8667-4adf-4ae8-9695-163bfb6be561,Christopher,Anderson,christopher.anderson240@yahoo.com,(540) 792-4176,1624 Oak Rd,Phoenix,AZ,85001,USA,1982-08-01,2019-10-24,Email,False,Direct,New,7040.86,2019-10-24T00:00:00,2019-11-24T00:00:00
fd5da5a8-6108-4cf1-b658-f6c385319f64,Matthew,Harris,matthew.harris332@outlook.com,(374) 356-5053,1091 Hill St,Jacksonville,FL,32099,USA,1978-02-03,2021-06-28,SMS,False,TV Ad,At Risk,2347.07,2021-06-28T00:00:00,2022-05-04T00:00:00
ebe99e65-7e3d-46ac-9762-82b20caf2988,Jessica,White,jessica.white534@aol.com,(628) 956-7848,6690 Pine Ave,Los Angeles,CA,90001,USA,1993-08-07,2019-05-18,Email,True,TV Ad,Active,6857.65,2019-05-18T00:00:00,2020-02-26T00:00:00
6777d6bc-534b-4d96-b8bf-47854d376901,William,Johnson,william.johnson437@aol.com,(954) 230-5440,8916 Pine Ln,Atlanta,GA,30301,USA,1960-11-02,2022-09-22,Phone,False,Direct,At Risk,1986.2,2022-09-22T00:00:00,2023-04-06T00:00:00
7de35bdd-7e33-4da9-a9b8-31f958f6a979,Lisa,Allen,lisa.allen938@hotmail.com,(737) 595-4691,813 River Rd,Detroit,MI,48201,USA,1976-10-27,2022-11-12,Email,False,TV Ad,New,2301.1,2022-11-12T00:00:00,2023-07-27T00:00:00
73da2672-196c-4639-976d-e0f3edb65da2,David,Walker,david.walker772@yahoo.com,(633) 439-2990,2212 Hill Ln,Portland,OR,97201,USA,1978-09-15,2019-07-01,Phone,False,Referral,Active,2584.65,2019-07-01T00:00:00,2019-09-22T00:00:00
e61ad943-163e-4521-9e82-c4be0cbe409d,Lisa,Davis,lisa.davis663@yahoo.com,(641) 516-3199,6617 Pine Way,Los Angeles,CA,90001,USA,1957-03-05,2019-09-11,SMS,False,TV Ad,At Risk,6762.06,2019-09-11T00:00:00,2020-08-09T00:00:00
a368bb8b-a883-4e26-b78e-aa873bef5d75,Andrew,Rodriguez,andrew.rodriguez586@gmail.com,(850) 726-8559,7603 Pine Ln,Houston,TX,77001,USA,1980-07-02,2020-02-22,SMS,False,Direct,Churned,4944.67,2020-02-22T00:00:00,2020-03-05T00:00:00
5ba6cab3-ad35-4559-87ed-a73e53dde33a,Melissa,Walker,melissa.walker344@gmail.com,(708) 678-7642,7195 Cedar Dr,Portland,OR,97201,USA,1957-08-02,2020-12-22,SMS,True,Direct,Churned,2166.7,2020-12-22T00:00:00,2021-11-24T00:00:00
363bdca4-7046-4687-ab0c-eea55868b329,Betty,Smith,betty.smith424@hotmail.com,(734) 221-4336,7895 Cedar Way,San Diego,CA,92101,USA,1977-03-31,2019-07-21,Email,False,TV Ad,Churned,5325.98,2019-07-21T00:00:00,2019-09-19T00:00:00
9fe211d2-05ad-4f53-b330-9b5dfce514ca,Kenneth,Thompson,kenneth.thompson527@outlook.com,(634) 710-1013,9419 Oak Ave,Fort Worth,TX,76101,USA,1959-03-28,2022-05-12,Phone,False,Direct,Active,6413.24,2022-05-12T00:00:00,2022-10-21T00:00:00
7e3748bc-2a8e-4699-963d-3a2c0e25c3d4,Linda,Allen,linda.allen107@gmail.com,(565) 302-9418,6166 Park Way,San Jose,CA,95101,USA,1968-06-17,2022-10-09,SMS,False,Pet Store,New,6527.35,2022-10-09T00:00:00,2023-03-05T00:00:00
772da6ee-a60b-4128-93eb-e7acf92033a0,Mary,Miller,mary.miller277@icloud.com,(760) 762-4805,189 Oak Dr,New York,NY,10001,USA,1975-03-23,2021-06-04,Email,False,Google,Churned,5766.94,2021-06-04T00:00:00,2021-11-15T00:00:00
10cec506-fde1-46a9-9835-1a8a49bdcc86,Margaret,Moore,margaret.moore474@outlook.com,(746) 463-6929,3524 Elm Rd,Nashville,TN,37201,USA,1969-01-13,2019-06-22,SMS,False,Google,Churned,6506.27,2019-06-22T00:00:00,2020-02-27T00:00:00
495aaaf3-ff2f-4dcf-9ec3-49bd5fad4b0c,Matthew,Thomas,matthew.thomas818@gmail.com,(517) 330-6784,2727 Main Ln,Houston,TX,77001,USA,1996-01-08,2019-03-03,Email,True,Vet Recommendation,At Risk,5009.49,2019-03-03T00:00:00,2019-08-04T00:00:00
49091ce2-0626-4241-a70c-abe8fe271600,Michelle,Lee,michelle.lee20@yahoo.com,(822) 247-4329,8797 Oak Blvd,Miami,FL,33101,USA,2000-06-14,2022-09-12,Phone,False,Pet Store,At Risk,7857.91,2022-09-12T00:00:00,2023-07-16T00:00:00
c1e22f8e-5064-4474-94b6-69e4a59ba97b,James,Scott,james.scott507@outlook.com,(605) 509-1633,9229 Hill Ave,Chicago,IL,60601,USA,1961-12-13,2024-02-24,Email,True,TV Ad,Churned,4094.15,2024-02-24T00:00:00,2024-12-30T00:00:00
e80e994c-9927-4f6e-9233-4216deae518e,Robert,Robinson,robert.robinson138@aol.com,(441) 367-7613,7081 Park Way,Los Angeles,CA,90001,USA,1984-02-21,2023-02-27,Email,False,Google,Loyal,6837.1,2023-02-27T00:00:00,2024-02-15T00:00:00
3067d781-2de2-40b0-8f32-1c3fb4446895,Ashley,Moore,ashley.moore884@outlook.com,(540) 888-2625,8752 River Ave,Atlanta,GA,30301,USA,1988-07-11,2023-01-27,SMS,True,Pet Store,Active,1366.66,2023-01-27T00:00:00,2023-03-11T00:00:00
4d1e1128-bbc2-4fe4-9a3b-816b3642c2c0,Karen,Hill,karen.hill708@icloud.com,(356) 667-1486,2003 Cedar Rd,Miami,FL,33101,USA,1968-05-16,2021-08-25,Phone,True,Pet Store,Churned,1939.94,2021-08-25T00:00:00,2021-09-30T00:00:00
8b06f1bb-23ff-49b5-9696-98f8ebf36320,Thomas,Flores,thomas.flores878@icloud.com,(329) 568-8731,2539 Oak Rd,San Antonio,TX,78201,USA,1967-08-08,2023-02-12,Phone,True,Vet Recommendation,Loyal,6665.8,2023-02-12T00:00:00,2023-10-24T00:00:00
e4a0ae5d-86ee-43d5-84e6-a40d074d4b94,Karen,Clark,karen.clark429@icloud.com,(502) 742-2928,5944 Oak Ave,Jacksonville,FL,32099,USA,1956-09-10,2019-06-22,Email,True,Facebook,At Risk,4948.44,2019-06-22T00:00:00,2020-04-27T00:00:00
cf0ae55e-e92e-43ed-8bae-8fde92c5b765,Kimberly,Perez,kimberly.perez856@icloud.com,(509) 994-4550,3209 Oak St,Fort Worth,TX,76101,USA,1978-05-24,2024-08-17,Phone,False,Google,Loyal,6332.64,2024-08-17T00:00:00,2025-07-09T00:00:00
262083aa-b191-4a35-b912-f3ceff19eeee,Sarah,Williams,sarah.williams473@outlook.com,(523) 271-2903,3838 Park St,San Jose,CA,95101,USA,1996-03-28,2024-02-13,Phone,True,Vet Recommendation,Active,4461.05,2024-02-13T00:00:00,2024-09-13T00:00:00
3db9eb42-4d18-408f-bd95-f049dfc8fb09,Betty,White,betty.white677@yahoo.com,(313) 605-9431,9507 Maple Rd,Seattle,WA,98101,USA,1982-03-18,2020-01-26,SMS,True,Google,At Risk,4504.48,2020-01-26T00:00:00,2020-12-14T00:00:00
aade6f94-9682-4fd1-87a4-38cce85fd5a1,Emily,Hernandez,emily.hernandez744@aol.com,(345) 806-9398,1600 Main Blvd,Charlotte,NC,28201,USA,1985-02-06,2022-02-28,Phone,True,Referral,Loyal,5643.7,2022-02-28T00:00:00,2022-03-27T00:00:00
2149fa64-98bc-42b7-94fc-e1a66926f256,Emily,Johnson,emily.johnson668@aol.com,(737) 556-9152,5855 Pine Ln,Jacksonville,FL,32099,USA,2004-05-27,2021-04-15,Phone,True,Pet Store,Churned,2861.13,2021-04-15T00:00:00,2021-04-21T00:00:00
24a29317-2e54-437c-8009-f9fa4e80cf6d,Joseph,Lee,joseph.lee605@icloud.com,(392) 629-1186,7562 River Rd,Seattle,WA,98101,USA,1979-11-26,2020-09-21,Phone,True,TV Ad,At Risk,8287.01,2020-09-21T00:00:00,2020-12-08T00:00:00
5271a6ce-a10a-4167-9c56-767406776442,Charles,Wilson,charles.wilson463@aol.com,(560) 532-3903,4456 Lake Way,Los Angeles,CA,90001,USA,1954-11-01,2021-05-26,Email,True,Google,Active,2681.97,2021-05-26T00:00:00,2022-02-15T00:00:00
ad476c51-12c0-4e1e-8e11-c32a9d7b8db3,Daniel,Wilson,daniel.wilson522@aol.com,(523) 996-2317,2934 Maple Blvd,Charlotte,NC,28201,USA,2004-01-18,2020-12-13,Phone,False,Referral,New,7957.17,2020-12-13T00:00:00,2021-11-10T00:00:00
79ac6508-a08a-4ce2-87d8-bed078bd5266,Sarah,Miller,sarah.miller232@outlook.com,(239) 725-6543,6611 Lake St,San Diego,CA,92101,USA,1999-05-18,2021-02-07,Email,True,Google,Loyal,5478.74,2021-02-07T00:00:00,2021-08-23T00:00:00
065f53a1-b441-4e65-af87-06fd66618cdf,Brian,Thompson,brian.thompson612@hotmail.com,(852) 919-7769,3889 Oak St,Houston,TX,77001,USA,1975-02-16,2020-05-05,SMS,True,Facebook,Loyal,9780.85,2020-05-05T00:00:00,2020-07-12T00:00:00
9a64370d-3502-457d-aa8d-22646b5b7bc6,Elizabeth,Jackson,elizabeth.jackson417@hotmail.com,(931) 736-3384,3953 Elm Ave,Phoenix,AZ,85001,USA,1992-09-17,2020-08-07,SMS,False,Facebook,At Risk,1637.79,2020-08-07T00:00:00,2020-09-06T00:00:00
1b8d5119-3819-424a-bec2-8649fdd96f64,Thomas,Taylor,thomas.taylor568@aol.com,(363) 593-8836,9500 Hill Ln,Detroit,MI,48201,USA,2003-04-23,2020-02-06,SMS,True,TV Ad,New,7953.68,2020-02-06T00:00:00,2020-08-18T00:00:00
2cca3a80-d90d-4a02-88d3-c10273d71f9d,Lisa,Nguyen,lisa.nguyen80@gmail.com,(683) 617-3199,4797 Park Ave,Detroit,MI,48201,USA,1952-06-07,2022-01-11,Email,True,Direct,Active,6280.76,2022-01-11T00:00:00,2022-10-25T00:00:00
00bc6a57-30a1-4f9b-8a1a-c50e644e274c,Elizabeth,Jones,elizabeth.jones761@yahoo.com,(846) 778-9416,2247 Park Dr,Phoenix,AZ,85001,USA,1967-06-14,2020-07-13,SMS,False,Vet Recommendation,New,8330.42,2020-07-13T00:00:00,2020-11-28T00:00:00
6fce43c6-59e2-4d1f-b27d-315fd0050669,Kevin,Lee,kevin.lee163@icloud.com,(581) 605-4721,8447 Lake Ln,Jacksonville,FL,32099,USA,1963-12-22,2023-08-11,Email,True,TV Ad,At Risk,6097.0,2023-08-11T00:00:00,2024-01-08T00:00:00
1a5572db-2961-49ba-aff4-8720b53ce73f,Mary,Robinson,mary.robinson785@gmail.com,(570) 439-6575,8162 Hill Ln,Charlotte,NC,28201,USA,1958-07-19,2020-03-07,Phone,False,TV Ad,At Risk,1054.67,2020-03-07T00:00:00,2021-01-12T00:00:00
a39afd20-9a00-44cb-98af-f8ef51a0a1fa,Mary,Garcia,mary.garcia977@gmail.com,(246) 713-4809,2092 Main Dr,Dallas,TX,75201,USA,1989-01-28,2022-03-26,Phone,True,TV Ad,New,1298.52,2022-03-26T00:00:00,2022-11-17T00:00:00
a2f47439-312c-41c7-a7fd-b04a8dea451d,Dorothy,Thompson,dorothy.thompson698@icloud.com,(972) 557-2927,6172 Pine Ln,Columbus,OH,43085,USA,1995-10-31,2020-09-12,SMS,False,Vet Recommendation,At Risk,3476.19,2020-09-12T00:00:00,2020-11-19T00:00:00
72a3be3b-707a-4743-840a-1c1c99f596cf,Donna,Moore,donna.moore428@yahoo.com,(452) 585-9722,3942 Maple Rd,Denver,CO,80201,USA,1984-05-20,2021-06-02,SMS,False,TV Ad,At Risk,6215.0,2021-06-02T00:00:00,2021-11-18T00:00:00
b4910b45-d1f8-401c-8be4-bab8b6a6e2e7,James,Thomas,james.thomas995@icloud.com,(862) 887-2961,3917 Pine Rd,Columbus,OH,43085,USA,1990-10-07,2023-01-23,Phone,False,Pet Store,Loyal,3018.69,2023-01-23T00:00:00,2023-11-29T00:00:00
540eb6d3-ef57-44c5-a60c-82c4fde3a585,Kenneth,Martinez,kenneth.martinez716@hotmail.com,(765) 341-5452,1614 Oak Ave,San Diego,CA,92101,USA,1957-01-14,2019-02-15,Email,False,Facebook,Active,4636.3,2019-02-15T00:00:00,2019-06-12T00:00:00
b7d55479-facf-4256-8527-92812fe64c77,Kimberly,King,kimberly.king429@yahoo.com,(925) 566-7253,9156 Cedar St,Jacksonville,FL,32099,USA,1954-11-17,2023-04-03,SMS,False,TV Ad,New,6740.84,2023-04-03T00:00:00,2023-10-01T00:00:00
d6a4bc4f-d1e5-425a-a425-d4746697305b,David,Perez,david.perez126@hotmail.com,(576) 820-4979,1080 Park Rd,San Diego,CA,92101,USA,1976-02-01,2021-10-19,Email,True,Referral,At Risk,6187.22,2021-10-19T00:00:00,2022-07-13T00:00:00
442eb7c8-ccf8-4e5d-88f5-a97275d84fee,Steven,Gonzalez,steven.gonzalez515@hotmail.com,(211) 653-7833,644 Main Way,New York,NY,10001,USA,1956-04-30,2019-05-06,Email,False,Vet Recommendation,Active,8455.07,2019-05-06T00:00:00,2019-11-08T00:00:00
05403668-9431-4d00-b283-a669e17d7301,Carol,King,carol.king673@gmail.com,(759) 910-8077,8282 Lake Blvd,Portland,OR,97201,USA,1965-02-02,2024-03-15,Phone,True,TV Ad,Churned,2854.08,2024-03-15T00:00:00,2024-06-06T00:00:00
7a59ad45-a680-440b-ab02-724491ce1bcf,Brian,Harris,brian.harris975@aol.com,(453) 500-6050,1275 Hill St,San Diego,CA,92101,USA,1973-11-19,2021-12-21,SMS,False,Direct,Churned,799.07,2021-12-21T00:00:00,2022-03-26T00:00:00
00f4c864-7dfc-4d29-a323-3196dab26066,George,Rodriguez,george.rodriguez797@hotmail.com,(357) 981-3396,773 Maple Dr,San Diego,CA,92101,USA,2003-01-20,2020-11-13,SMS,True,Vet Recommendation,Active,714.02,2020-11-13T00:00:00,2021-03-22T00:00:00
9bb6d560-eb73-4069-bea3-8bb90105ff9e,Betty,Perez,betty.perez135@gmail.com,(887) 982-9719,2743 Pine Ave,Las Vegas,NV,89101,USA,1991-05-24,2023-09-30,Phone,True,TV Ad,Loyal,4962.46,2023-09-30T00:00:00,2023-10-30T00:00:00
03e84f22-96e9-4ca3-9d25-468fc11b87e6,John,Wright,john.wright258@aol.com,(989) 857-8770,5771 Lake Ave,Boston,MA,02101,USA,1989-04-09,2020-10-02,SMS,True,Referral,New,849.06,2020-10-02T00:00:00,2021-03-12T00:00:00
7d6171fa-51b5-48f2-8cc7-4a867070046c,Melissa,Lee,melissa.lee818@outlook.com,(947) 672-7789,7708 Lake Way,Chicago,IL,60601,USA,1973-02-26,2022-09-13,Phone,False,TV Ad,At Risk,550.94,2022-09-13T00:00:00,2023-09-06T00:00:00
